generation,populationA,populationB,ct,prop_of_popB_from_popA
0,11,2,1,0.00478469
0,11,4,1,0.005
0,11,5,1,0.00480769
0,11,6,1,0.00471698
0,11,7,1,0.00485437
0,11,8,1,0.00490196
0,11,9,1,0.00483092
0,11,10,1,0.00478469
0,11,12,1,0.00485437
0,11,13,2,0.00956938
0,11,15,1,0.00485437
0,11,18,1,0.005
0,11,19,1,0.00490196
0,12,0,1,0.00480769
0,12,1,1,0.00502513
0,12,2,1,0.00478469
0,12,5,1,0.00480769
0,12,6,1,0.00471698
0,12,7,1,0.00485437
0,12,10,1,0.00478469
0,12,11,1,0.00478469
0,12,13,1,0.00478469
0,12,19,1,0.00490196
0,13,0,2,0.00961538
0,13,1,1,0.00502513
0,13,2,1,0.00478469
0,13,4,1,0.005
0,13,5,1,0.00480769
0,13,6,1,0.00471698
0,13,7,1,0.00485437
0,13,8,1,0.00490196
0,13,9,1,0.00483092
0,13,10,2,0.00956938
0,13,11,2,0.00956938
0,13,12,1,0.00485437
0,13,15,1,0.00485437
0,14,4,1,0.005
0,14,7,1,0.00485437
0,14,9,1,0.00483092
0,14,15,1,0.00485437
0,14,16,1,0.0047619
0,14,17,1,0.0047619
0,14,18,1,0.005
0,15,0,1,0.00480769
0,15,4,1,0.005
0,15,6,1,0.00471698
0,15,7,1,0.00485437
0,15,8,1,0.00490196
0,15,9,1,0.00483092
0,15,10,1,0.00478469
0,15,11,1,0.00478469
0,15,13,1,0.00478469
0,15,14,1,0.00444444
0,15,18,1,0.005
0,16,3,1,0.00480769
0,16,4,1,0.005
0,16,14,1,0.00444444
0,16,17,2,0.00952381
0,16,18,1,0.005
0,17,2,1,0.00478469
0,17,3,2,0.00961538
0,17,4,1,0.005
0,17,14,1,0.00444444
0,17,16,2,0.00952381
0,17,18,1,0.005
0,18,2,1,0.00478469
0,18,3,1,0.00480769
0,18,4,2,0.01
0,18,7,1,0.00485437
0,18,11,1,0.00478469
0,18,14,1,0.00444444
0,18,15,1,0.00485437
0,18,16,1,0.0047619
0,18,17,1,0.0047619
0,19,1,1,0.00502513
0,19,2,1,0.00478469
0,19,5,2,0.00961538
0,19,11,1,0.00478469
0,19,12,1,0.00485437
20,0,1,1,0.00497512
20,0,6,1,0.00471698
20,0,7,1,0.00483092
20,0,8,1,0.00480769
20,0,10,1,0.0046729
20,0,11,1,0.00480769
20,0,12,1,0.0047619
20,0,13,1,0.00478469
20,1,0,1,0.00483092
20,1,12,1,0.0047619
20,1,13,1,0.00478469
20,2,4,1,0.00492611
20,2,5,1,0.00469484
20,2,11,1,0.00480769
20,2,12,1,0.0047619
20,2,19,1,0.00487805
20,3,16,1,0.00471698
20,3,17,1,0.00473934
20,3,18,1,0.005
20,4,7,1,0.00483092
20,4,11,1,0.00480769
20,4,14,1,0.00446429
20,4,15,1,0.00497512
20,4,16,1,0.00471698
20,4,17,1,0.00473934
20,4,18,1,0.005
20,5,1,1,0.00497512
20,5,2,1,0.00471698
20,5,11,1,0.00480769
20,5,12,1,0.0047619
20,5,19,1,0.00487805
20,6,0,1,0.00483092
20,6,4,1,0.00492611
20,6,7,1,0.00483092
20,6,8,1,0.00480769
20,6,9,1,0.00483092
20,6,10,1,0.0046729
20,6,11,1,0.00480769
20,6,13,1,0.00478469
20,6,15,1,0.00497512
20,7,0,1,0.00483092
20,7,4,1,0.00492611
20,7,6,1,0.00471698
20,7,8,1,0.00480769
20,7,9,1,0.00483092
20,7,10,1,0.0046729
20,7,11,1,0.00480769
20,7,13,1,0.00478469
20,7,14,1,0.00446429
20,7,15,1,0.00497512
20,7,18,1,0.005
20,8,0,1,0.00483092
20,8,6,1,0.00471698
20,8,7,1,0.00483092
20,8,9,1,0.00483092
20,8,10,1,0.0046729
20,8,11,1,0.00480769
20,8,13,1,0.00478469
20,8,15,1,0.00497512
20,9,6,1,0.00471698
20,9,7,1,0.00483092
20,9,8,1,0.00480769
20,9,10,1,0.0046729
20,9,15,1,0.00497512
20,10,0,1,0.00483092
20,10,4,1,0.00492611
20,10,6,1,0.00471698
20,10,7,1,0.00483092
20,10,8,1,0.00480769
20,10,9,1,0.00483092
20,10,11,1,0.00480769
20,10,12,1,0.0047619
20,10,13,1,0.00478469
20,10,15,1,0.00497512
20,11,0,1,0.00483092
20,11,2,1,0.00471698
20,11,4,1,0.00492611
20,11,5,1,0.00469484
20,11,6,1,0.00471698
20,11,7,1,0.00483092
20,11,8,1,0.00480769
20,11,10,1,0.0046729
20,11,12,1,0.0047619
20,11,13,1,0.00478469
20,11,15,1,0.00497512
20,12,0,1,0.00483092
20,12,1,1,0.00497512
20,12,2,1,0.00471698
20,12,5,1,0.00469484
20,12,10,1,0.0046729
20,12,11,1,0.00480769
20,12,13,1,0.00478469
20,12,19,1,0.00487805
20,13,0,1,0.00483092
20,13,1,1,0.00497512
20,13,6,1,0.00471698
20,13,7,1,0.00483092
20,13,8,1,0.00480769
20,13,10,1,0.0046729
20,13,11,1,0.00480769
20,13,12,1,0.0047619
20,13,15,1,0.00497512
20,14,4,1,0.00492611
20,14,7,1,0.00483092
20,14,9,1,0.00483092
20,14,15,1,0.00497512
20,14,16,1,0.00471698
20,14,17,1,0.00473934
20,14,18,1,0.005
20,15,4,1,0.00492611
20,15,6,1,0.00471698
20,15,7,1,0.00483092
20,15,8,1,0.00480769
20,15,9,1,0.00483092
20,15,10,1,0.0046729
20,15,11,1,0.00480769
20,15,14,1,0.00446429
20,16,3,1,0.00473934
20,16,4,1,0.00492611
20,16,14,1,0.00446429
20,16,17,1,0.00473934
20,16,18,1,0.005
20,17,3,1,0.00473934
20,17,4,1,0.00492611
20,17,16,1,0.00471698
20,17,18,1,0.005
20,18,3,1,0.00473934
20,18,4,1,0.00492611
20,18,7,1,0.00483092
20,18,14,1,0.00446429
20,18,16,1,0.00471698
20,18,17,1,0.00473934
20,19,2,1,0.00471698
20,19,5,1,0.00469484
20,19,12,1,0.0047619
40,0,1,1,0.00485437
40,0,6,1,0.00469484
40,0,7,1,0.00490196
40,0,8,1,0.00473934
40,0,10,1,0.00460829
40,0,11,1,0.00483092
40,0,12,1,0.0047619
40,0,13,1,0.00478469
40,1,0,1,0.00469484
40,1,12,1,0.0047619
40,1,13,1,0.00478469
40,2,4,1,0.00492611
40,2,5,1,0.00483092
40,2,11,1,0.00483092
40,2,12,1,0.0047619
40,2,19,1,0.00483092
40,3,16,1,0.0046729
40,3,17,1,0.0046729
40,3,18,1,0.005
40,4,7,1,0.00490196
40,4,11,1,0.00483092
40,4,14,1,0.00446429
40,4,15,1,0.00480769
40,4,16,1,0.0046729
40,4,17,1,0.0046729
40,4,18,1,0.005
40,5,2,1,0.00471698
40,5,11,1,0.00483092
40,5,12,1,0.0047619
40,5,19,1,0.00483092
40,6,0,1,0.00469484
40,6,4,1,0.00492611
40,6,7,1,0.00490196
40,6,8,1,0.00473934
40,6,9,1,0.00480769
40,6,10,1,0.00460829
40,6,11,1,0.00483092
40,6,13,1,0.00478469
40,6,15,1,0.00480769
40,7,0,1,0.00469484
40,7,4,1,0.00492611
40,7,6,1,0.00469484
40,7,8,1,0.00473934
40,7,9,1,0.00480769
40,7,10,1,0.00460829
40,7,11,1,0.00483092
40,7,13,1,0.00478469
40,7,14,1,0.00446429
40,7,15,1,0.00480769
40,7,18,1,0.005
40,8,0,1,0.00469484
40,8,6,1,0.00469484
40,8,7,1,0.00490196
40,8,9,1,0.00480769
40,8,10,1,0.00460829
40,8,11,1,0.00483092
40,8,13,1,0.00478469
40,8,15,1,0.00480769
40,9,6,1,0.00469484
40,9,7,1,0.00490196
40,9,8,1,0.00473934
40,9,10,1,0.00460829
40,9,15,1,0.00480769
40,10,0,1,0.00469484
40,10,1,1,0.00485437
40,10,4,1,0.00492611
40,10,6,1,0.00469484
40,10,7,1,0.00490196
40,10,8,1,0.00473934
40,10,9,1,0.00480769
40,10,11,1,0.00483092
40,10,12,1,0.0047619
40,10,13,1,0.00478469
40,10,15,1,0.00480769
40,11,0,1,0.00469484
40,11,2,1,0.00471698
40,11,4,1,0.00492611
40,11,5,1,0.00483092
40,11,6,1,0.00469484
40,11,7,1,0.00490196
40,11,8,1,0.00473934
40,11,10,1,0.00460829
40,11,12,1,0.0047619
40,11,13,1,0.00478469
40,11,15,1,0.00480769
40,12,0,1,0.00469484
40,12,1,1,0.00485437
40,12,2,1,0.00471698
40,12,5,1,0.00483092
40,12,10,1,0.00460829
40,12,11,1,0.00483092
40,12,13,1,0.00478469
40,12,19,1,0.00483092
40,13,0,1,0.00469484
40,13,1,1,0.00485437
40,13,6,1,0.00469484
40,13,7,1,0.00490196
40,13,8,1,0.00473934
40,13,10,1,0.00460829
40,13,11,1,0.00483092
40,13,12,1,0.0047619
40,13,15,1,0.00480769
40,14,4,1,0.00492611
40,14,7,1,0.00490196
40,14,9,1,0.00480769
40,14,15,1,0.00480769
40,14,16,1,0.0046729
40,14,17,1,0.0046729
40,14,18,1,0.005
40,15,4,1,0.00492611
40,15,6,1,0.00469484
40,15,7,1,0.00490196
40,15,8,1,0.00473934
40,15,9,1,0.00480769
40,15,10,1,0.00460829
40,15,11,1,0.00483092
40,15,13,1,0.00478469
40,15,14,1,0.00446429
40,15,18,1,0.005
40,16,3,1,0.00471698
40,16,4,1,0.00492611
40,16,14,1,0.00446429
40,16,17,1,0.0046729
40,16,18,1,0.005
40,17,3,1,0.00471698
40,17,4,1,0.00492611
40,17,16,1,0.0046729
40,17,18,1,0.005
40,18,3,1,0.00471698
40,18,4,1,0.00492611
40,18,7,1,0.00490196
40,18,14,1,0.00446429
40,18,16,1,0.0046729
40,18,17,1,0.0046729
40,19,2,1,0.00471698
40,19,5,1,0.00483092
40,19,12,1,0.0047619
60,0,1,1,0.00485437
60,0,6,1,0.0046729
60,0,7,1,0.00492611
60,0,8,1,0.00473934
60,0,10,1,0.0046729
60,0,11,1,0.00478469
60,0,12,1,0.0047619
60,0,13,1,0.00478469
60,1,0,1,0.00460829
60,1,12,1,0.0047619
60,1,13,1,0.00478469
60,2,4,1,0.00492611
60,2,5,1,0.00483092
60,2,11,1,0.00478469
60,2,12,1,0.0047619
60,2,19,1,0.00480769
60,3,16,1,0.00462963
60,3,17,1,0.0046729
60,3,18,1,0.00502513
60,4,7,1,0.00492611
60,4,11,1,0.00478469
60,4,14,1,0.00444444
60,4,15,1,0.00480769
60,4,16,1,0.00462963
60,4,17,1,0.0046729
60,4,18,1,0.00502513
60,5,2,1,0.00471698
60,5,11,1,0.00478469
60,5,12,1,0.0047619
60,5,19,1,0.00480769
60,6,0,1,0.00460829
60,6,4,1,0.00492611
60,6,7,1,0.00492611
60,6,8,1,0.00473934
60,6,9,1,0.00485437
60,6,10,1,0.0046729
60,6,11,1,0.00478469
60,6,13,1,0.00478469
60,6,15,1,0.00480769
60,7,0,1,0.00460829
60,7,4,1,0.00492611
60,7,6,1,0.0046729
60,7,8,1,0.00473934
60,7,9,1,0.00485437
60,7,10,1,0.0046729
60,7,11,1,0.00478469
60,7,13,1,0.00478469
60,7,14,1,0.00444444
60,7,15,1,0.00480769
60,7,18,1,0.00502513
60,8,0,1,0.00460829
60,8,6,1,0.0046729
60,8,7,1,0.00492611
60,8,9,1,0.00485437
60,8,10,1,0.0046729
60,8,11,1,0.00478469
60,8,13,1,0.00478469
60,8,15,1,0.00480769
60,9,6,1,0.0046729
60,9,7,1,0.00492611
60,9,8,1,0.00473934
60,9,10,1,0.0046729
60,9,15,1,0.00480769
60,10,0,1,0.00460829
60,10,4,1,0.00492611
60,10,6,1,0.0046729
60,10,7,1,0.00492611
60,10,8,1,0.00473934
60,10,9,1,0.00485437
60,10,11,1,0.00478469
60,10,12,1,0.0047619
60,10,13,1,0.00478469
60,10,15,1,0.00480769
60,11,0,1,0.00460829
60,11,2,1,0.00471698
60,11,4,1,0.00492611
60,11,5,1,0.00483092
60,11,6,1,0.0046729
60,11,7,1,0.00492611
60,11,8,1,0.00473934
60,11,10,1,0.0046729
60,11,12,1,0.0047619
60,11,13,1,0.00478469
60,11,15,1,0.00480769
60,12,0,1,0.00460829
60,12,1,1,0.00485437
60,12,2,1,0.00471698
60,12,5,1,0.00483092
60,12,10,1,0.0046729
60,12,11,1,0.00478469
60,12,13,1,0.00478469
60,12,19,1,0.00480769
60,13,0,1,0.00460829
60,13,1,1,0.00485437
60,13,6,1,0.0046729
60,13,7,1,0.00492611
60,13,8,1,0.00473934
60,13,10,1,0.0046729
60,13,11,1,0.00478469
60,13,12,1,0.0047619
60,13,15,1,0.00480769
60,14,4,1,0.00492611
60,14,7,1,0.00492611
60,14,9,1,0.00485437
60,14,15,1,0.00480769
60,14,16,1,0.00462963
60,14,17,1,0.0046729
60,14,18,1,0.00502513
60,15,4,1,0.00492611
60,15,6,1,0.0046729
60,15,7,1,0.00492611
60,15,8,1,0.00473934
60,15,9,1,0.00485437
60,15,10,1,0.0046729
60,15,11,1,0.00478469
60,15,13,1,0.00478469
60,15,14,1,0.00444444
60,15,18,1,0.00502513
60,16,3,1,0.00458716
60,16,4,1,0.00492611
60,16,14,1,0.00444444
60,16,17,1,0.0046729
60,16,18,1,0.00502513
60,17,3,1,0.00458716
60,17,4,1,0.00492611
60,17,16,1,0.00462963
60,17,18,1,0.00502513
60,18,3,1,0.00458716
60,18,4,1,0.00492611
60,18,7,1,0.00492611
60,18,14,1,0.00444444
60,18,16,1,0.00462963
60,18,17,1,0.0046729
60,19,2,1,0.00471698
60,19,5,1,0.00483092
60,19,12,1,0.0047619
80,0,1,1,0.00473934
80,0,6,1,0.0046729
80,0,7,1,0.00485437
80,0,8,1,0.0046729
80,0,10,1,0.00478469
80,0,11,1,0.00471698
80,0,12,1,0.00483092
80,0,13,1,0.00478469
80,1,0,1,0.00465116
80,1,5,1,0.0046729
80,1,12,1,0.00483092
80,1,13,1,0.00478469
80,2,4,1,0.00490196
80,2,5,1,0.0046729
80,2,11,1,0.00471698
80,2,12,1,0.00483092
80,2,19,1,0.00469484
80,3,16,1,0.00454545
80,3,17,1,0.00460829
80,3,18,1,0.00492611
80,4,7,1,0.00485437
80,4,11,1,0.00471698
80,4,14,1,0.00444444
80,4,15,1,0.00483092
80,4,16,1,0.00454545
80,4,17,1,0.00460829
80,4,18,1,0.00492611
80,5,1,1,0.00473934
80,5,2,1,0.0047619
80,5,11,1,0.00471698
80,5,12,1,0.00483092
80,5,19,1,0.00469484
80,6,0,1,0.00465116
80,6,4,1,0.00490196
80,6,7,1,0.00485437
80,6,8,1,0.0046729
80,6,9,1,0.00473934
80,6,10,1,0.00478469
80,6,11,1,0.00471698
80,6,13,1,0.00478469
80,6,15,1,0.00483092
80,7,0,1,0.00465116
80,7,4,1,0.00490196
80,7,6,1,0.0046729
80,7,8,1,0.0046729
80,7,9,1,0.00473934
80,7,10,1,0.00478469
80,7,11,1,0.00471698
80,7,13,1,0.00478469
80,7,14,1,0.00444444
80,7,15,1,0.00483092
80,7,18,1,0.00492611
80,8,0,1,0.00465116
80,8,6,1,0.0046729
80,8,7,1,0.00485437
80,8,9,1,0.00473934
80,8,10,1,0.00478469
80,8,11,1,0.00471698
80,8,13,1,0.00478469
80,8,15,1,0.00483092
80,9,6,1,0.0046729
80,9,7,1,0.00485437
80,9,8,1,0.0046729
80,9,10,1,0.00478469
80,9,15,1,0.00483092
80,10,0,1,0.00465116
80,10,6,1,0.0046729
80,10,7,1,0.00485437
80,10,8,1,0.0046729
80,10,9,1,0.00473934
80,10,11,1,0.00471698
80,10,12,1,0.00483092
80,10,13,1,0.00478469
80,10,15,1,0.00483092
80,11,0,1,0.00465116
80,11,2,1,0.0047619
80,11,4,1,0.00490196
80,11,5,1,0.0046729
80,11,6,1,0.0046729
80,11,7,1,0.00485437
80,11,8,1,0.0046729
80,11,10,1,0.00478469
80,11,12,1,0.00483092
80,11,13,1,0.00478469
80,11,15,1,0.00483092
80,12,0,1,0.00465116
80,12,1,1,0.00473934
80,12,2,1,0.0047619
80,12,5,1,0.0046729
80,12,10,1,0.00478469
80,12,11,1,0.00471698
80,12,13,1,0.00478469
80,12,19,1,0.00469484
80,13,0,1,0.00465116
80,13,1,1,0.00473934
80,13,6,1,0.0046729
80,13,7,1,0.00485437
80,13,8,1,0.0046729
80,13,10,1,0.00478469
80,13,11,1,0.00471698
80,13,12,1,0.00483092
80,13,15,1,0.00483092
80,14,4,1,0.00490196
80,14,7,1,0.00485437
80,14,9,1,0.00473934
80,14,15,1,0.00483092
80,14,16,1,0.00454545
80,14,17,1,0.00460829
80,14,18,1,0.00492611
80,15,4,1,0.00490196
80,15,6,1,0.0046729
80,15,7,1,0.00485437
80,15,8,1,0.0046729
80,15,9,1,0.00473934
80,15,10,1,0.00478469
80,15,11,1,0.00471698
80,15,13,1,0.00478469
80,15,14,1,0.00444444
80,15,18,1,0.00492611
80,16,3,1,0.00460829
80,16,4,1,0.00490196
80,16,14,1,0.00444444
80,16,17,1,0.00460829
80,16,18,1,0.00492611
80,17,2,1,0.0047619
80,17,3,1,0.00460829
80,17,4,1,0.00490196
80,17,16,1,0.00454545
80,17,18,1,0.00492611
80,18,3,1,0.00460829
80,18,4,1,0.00490196
80,18,7,1,0.00485437
80,18,14,1,0.00444444
80,18,15,1,0.00483092
80,18,16,1,0.00454545
80,18,17,1,0.00460829
80,19,2,1,0.0047619
80,19,5,1,0.0046729
80,19,12,1,0.00483092
100,0,1,1,0.00469484
100,0,6,1,0.00465116
100,0,7,1,0.00478469
100,0,8,1,0.0046729
100,0,10,1,0.00485437
100,0,11,1,0.00469484
100,0,12,1,0.00469484
100,0,13,1,0.00469484
100,1,0,1,0.00469484
100,1,5,1,0.00458716
100,1,11,1,0.00469484
100,1,12,1,0.00469484
100,1,13,1,0.00469484
100,2,4,1,0.0049505
100,2,5,1,0.00458716
100,2,11,1,0.00469484
100,2,12,1,0.00469484
100,2,19,1,0.00454545
100,3,16,1,0.00462963
100,3,17,1,0.00454545
100,3,18,1,0.00483092
100,4,7,1,0.00478469
100,4,11,1,0.00469484
100,4,14,1,0.00444444
100,4,15,1,0.0047619
100,4,16,1,0.00462963
100,4,17,1,0.00454545
100,4,18,1,0.00483092
100,5,1,1,0.00469484
100,5,2,1,0.00465116
100,5,11,1,0.00469484
100,5,12,1,0.00469484
100,5,19,1,0.00454545
100,6,0,1,0.00469484
100,6,4,1,0.0049505
100,6,7,1,0.00478469
100,6,8,1,0.0046729
100,6,9,1,0.0047619
100,6,10,1,0.00485437
100,6,11,1,0.00469484
100,6,13,1,0.00469484
100,6,15,1,0.0047619
100,7,0,1,0.00469484
100,7,4,1,0.0049505
100,7,6,1,0.00465116
100,7,8,1,0.0046729
100,7,9,1,0.0047619
100,7,10,1,0.00485437
100,7,11,1,0.00469484
100,7,13,1,0.00469484
100,7,14,1,0.00444444
100,7,15,1,0.0047619
100,7,18,1,0.00483092
100,8,0,1,0.00469484
100,8,6,1,0.00465116
100,8,7,1,0.00478469
100,8,9,1,0.0047619
100,8,10,1,0.00485437
100,8,11,1,0.00469484
100,8,13,1,0.00469484
100,8,15,1,0.0047619
100,9,6,1,0.00465116
100,9,7,1,0.00478469
100,9,8,1,0.0046729
100,9,10,1,0.00485437
100,9,15,1,0.0047619
100,10,0,1,0.00469484
100,10,6,1,0.00465116
100,10,7,1,0.00478469
100,10,8,1,0.0046729
100,10,9,1,0.0047619
100,10,11,1,0.00469484
100,10,12,1,0.00469484
100,10,13,1,0.00469484
100,10,15,1,0.0047619
100,11,0,1,0.00469484
100,11,1,1,0.00469484
100,11,2,1,0.00465116
100,11,4,1,0.0049505
100,11,5,1,0.00458716
100,11,6,1,0.00465116
100,11,7,1,0.00478469
100,11,8,1,0.0046729
100,11,10,1,0.00485437
100,11,12,1,0.00469484
100,11,13,1,0.00469484
100,11,15,1,0.0047619
100,12,0,1,0.00469484
100,12,1,1,0.00469484
100,12,2,1,0.00465116
100,12,5,1,0.00458716
100,12,10,1,0.00485437
100,12,11,1,0.00469484
100,12,13,1,0.00469484
100,12,19,1,0.00454545
100,13,0,1,0.00469484
100,13,1,1,0.00469484
100,13,6,1,0.00465116
100,13,7,1,0.00478469
100,13,8,1,0.0046729
100,13,10,1,0.00485437
100,13,11,1,0.00469484
100,13,12,1,0.00469484
100,13,15,1,0.0047619
100,14,4,1,0.0049505
100,14,7,1,0.00478469
100,14,9,1,0.0047619
100,14,15,1,0.0047619
100,14,16,1,0.00462963
100,14,17,1,0.00454545
100,14,18,1,0.00483092
100,15,4,1,0.0049505
100,15,6,1,0.00465116
100,15,7,1,0.00478469
100,15,8,1,0.0046729
100,15,9,1,0.0047619
100,15,10,1,0.00485437
100,15,11,1,0.00469484
100,15,13,1,0.00469484
100,15,14,1,0.00444444
100,15,18,1,0.00483092
100,16,3,1,0.00456621
100,16,4,1,0.0049505
100,16,14,1,0.00444444
100,16,17,1,0.00454545
100,16,18,1,0.00483092
100,17,2,1,0.00465116
100,17,3,1,0.00456621
100,17,4,1,0.0049505
100,17,14,1,0.00444444
100,17,16,1,0.00462963
100,17,18,1,0.00483092
100,18,3,1,0.00456621
100,18,4,1,0.0049505
100,18,7,1,0.00478469
100,18,14,1,0.00444444
100,18,15,1,0.0047619
100,18,16,1,0.00462963
100,18,17,1,0.00454545
100,19,2,1,0.00465116
100,19,5,1,0.00458716
100,19,12,1,0.00469484
120,0,1,1,0.00469484
120,0,6,1,0.00460829
120,0,7,1,0.0047619
120,0,8,1,0.00478469
120,0,10,1,0.00485437
120,0,11,1,0.0046729
120,0,12,1,0.00469484
120,0,13,1,0.00473934
120,1,0,1,0.0047619
120,1,5,1,0.00458716
120,1,11,1,0.0046729
120,1,12,1,0.00469484
120,1,13,1,0.00473934
120,2,4,1,0.00497512
120,2,5,1,0.00458716
120,2,11,1,0.0046729
120,2,12,1,0.00469484
120,2,19,1,0.00452489
120,3,16,1,0.0046729
120,3,17,1,0.00458716
120,3,18,1,0.00490196
120,4,7,1,0.0047619
120,4,11,1,0.0046729
120,4,14,1,0.0044843
120,4,15,1,0.00473934
120,4,17,1,0.00458716
120,4,18,1,0.00490196
120,5,1,1,0.00469484
120,5,2,1,0.00473934
120,5,11,1,0.0046729
120,5,12,1,0.00469484
120,5,19,1,0.00452489
120,6,0,1,0.0047619
120,6,4,1,0.00497512
120,6,7,1,0.0047619
120,6,8,1,0.00478469
120,6,9,1,0.00478469
120,6,10,1,0.00485437
120,6,11,1,0.0046729
120,6,13,1,0.00473934
120,6,15,1,0.00473934
120,7,0,1,0.0047619
120,7,4,1,0.00497512
120,7,6,1,0.00460829
120,7,8,1,0.00478469
120,7,9,1,0.00478469
120,7,10,1,0.00485437
120,7,11,1,0.0046729
120,7,13,1,0.00473934
120,7,14,1,0.0044843
120,7,15,1,0.00473934
120,7,18,1,0.00490196
120,8,0,1,0.0047619
120,8,6,1,0.00460829
120,8,7,1,0.0047619
120,8,9,1,0.00478469
120,8,10,1,0.00485437
120,8,11,1,0.0046729
120,8,13,1,0.00473934
120,8,15,1,0.00473934
120,9,6,1,0.00460829
120,9,7,1,0.0047619
120,9,8,1,0.00478469
120,9,10,1,0.00485437
120,9,15,1,0.00473934
120,10,0,1,0.0047619
120,10,6,1,0.00460829
120,10,7,1,0.0047619
120,10,8,1,0.00478469
120,10,9,1,0.00478469
120,10,11,1,0.0046729
120,10,12,1,0.00469484
120,10,13,1,0.00473934
120,10,15,1,0.00473934
120,11,0,1,0.0047619
120,11,1,1,0.00469484
120,11,2,1,0.00473934
120,11,4,1,0.00497512
120,11,5,1,0.00458716
120,11,6,1,0.00460829
120,11,7,1,0.0047619
120,11,8,1,0.00478469
120,11,10,1,0.00485437
120,11,12,1,0.00469484
120,11,13,1,0.00473934
120,11,15,1,0.00473934
120,12,0,1,0.0047619
120,12,1,1,0.00469484
120,12,2,1,0.00473934
120,12,5,1,0.00458716
120,12,10,1,0.00485437
120,12,11,1,0.0046729
120,12,13,1,0.00473934
120,12,19,1,0.00452489
120,13,0,1,0.0047619
120,13,1,1,0.00469484
120,13,6,1,0.00460829
120,13,7,1,0.0047619
120,13,8,1,0.00478469
120,13,10,1,0.00485437
120,13,11,1,0.0046729
120,13,12,1,0.00469484
120,13,15,1,0.00473934
120,14,4,1,0.00497512
120,14,7,1,0.0047619
120,14,9,1,0.00478469
120,14,15,1,0.00473934
120,14,16,1,0.0046729
120,14,17,1,0.00458716
120,14,18,1,0.00490196
120,15,4,1,0.00497512
120,15,6,1,0.00460829
120,15,7,1,0.0047619
120,15,8,1,0.00478469
120,15,9,1,0.00478469
120,15,10,1,0.00485437
120,15,11,1,0.0046729
120,15,13,1,0.00473934
120,15,14,1,0.0044843
120,15,18,1,0.00490196
120,16,3,1,0.00462963
120,16,4,1,0.00497512
120,16,14,1,0.0044843
120,16,17,1,0.00458716
120,16,18,1,0.00490196
120,17,2,1,0.00473934
